chrom	gene	start	end
U00096	b1892	1977847	1978197
U00096	b1893	1978518	1979021
U00096	b1894	1978940	1979215
U00096	b1895	1979753	1980181
U00096	b1896	1980188	1981612
U00096	b1897	1981587	1982387
U00096	b4460	1982554	1983540
U00096	b1900	1983555	1985069
U00096	b1901	1985139	1986128
U00096	b1902	1986925	1987428
U00096	b4537	1987507	1987758
U00096	b4663	1987873	1987959
U00096	b1904	1988222	1988545
U00096	b1905	1988716	1989213
U00096	b1906	1989251	1989490
U00096	b1907	1989681	1990892
U00096	b1908	1990954	1991619
U00096	b1912	1992269	1992817
U00096	b1913	1992874	1994706
U00096	b1914	1994703	1995359
U00096	b4752	1995655	1995831
U00096	b1915	1995818	1996042
U00096	b1916	1996110	1996832
U00096	b1917	1997062	1997814
U00096	b1918	1997811	1998479
U00096	b1919	1998494	1999480
U00096	b1920	1999585	2000385
U00096	b1921	2000473	2001024
U00096	b1922	2001070	2001789
U00096	b1923	2002110	2003606
U00096	b1924	2003872	2005278
U00096	b1925	2005303	2005713
U00096	b1926	2005713	2006078
U00096	b1927	2006156	2007643
U00096	b1928	2007677	2008090
U00096	b1929	2008277	2009482
U00096	b1930	2009479	2009712
U00096	b1931	2009821	2010489
U00096	b1932	2010600	2011079
U00096	b1937	2012700	2013014
U00096	b1938	2013229	2014887
U00096	b1939	2014880	2015875
U00096	b1940	2015868	2016554
U00096	b1941	2016554	2017927
U00096	b1942	2017946	2018389
U00096	b1943	2018386	2019513
U00096	b1944	2019618	2020082
U00096	b1945	2020087	2021091
U00096	b1946	2021088	2021501
U00096	b1947	2021504	2021869
U00096	b1948	2021869	2022606
U00096	b1949	2022616	2022885
U00096	b1950	2022893	2023678
U00096	b1951	2023968	2024591
U00096	b1952	2024635	2024823
U00096	b1953	2024986	2025213
U00096	b1955	2025511	2026326
U00096	b1956	2026323	2028017
U00096	b1957	2028188	2028370
U00096	b1958	2028449	2029366
U00096	b1959	2029539	2030459
U00096	b1960	2030448	2030918
U00096	b1961	2030899	2032317
U00096	b1962	2032384	2033079
U00096	b1963	2033119	2033484
U00096	b1967	2035835	2036686
U00096	b1968	2036794	2038152
U00096	b1969	2038152	2038823
U00096	b1970	2038956	2039369
U00096	b1971	2039478	2040482
U00096	b1972	2040483	2041118
U00096	b1973	2041375	2042025
U00096	b1974	2042368	2042898
U00096	b1976	2043651	2044448
U00096	b1978	2044938	2052014
U00096	b1981	2053643	2054959
U00096	b1982	2055061	2056515
U00096	b1983	2056858	2057574
U00096	b1985	2058203	2059846
U00096	b1987	2059964	2060914
U00096	b1988	2061016	2061933
U00096	b1990	2062391	2063323
U00096	b1991	2063388	2064467
U00096	b1992	2064479	2065222
U00096	b1993	2065219	2065764
U00096	b1994	2066305	2067321
U00096	b1996	2068952	2069857
U00096	b1997	2069815	2070180
U00096	b2000	2071539	2074658
U00096	b2001	2074779	2076311
U00096	b2002	2076308	2076754
U00096	b2003	2076817	2077038
U00096	b2004	2077112	2077480
U00096	b2005	2077569	2077943
U00096	b2006	2077940	2078134
U00096	b4538	2078575	2078931
U00096	b2007	2079032	2079361
U00096	b2008	2079533	2080591
U00096	b2009	2080789	2081262
U00096	b2010	2081381	2082547
U00096	b2011	2082756	2084183
U00096	b2012	2084226	2084453
U00096	b2013	2084467	2085525
U00096	b2014	2085704	2087062
U00096	b4678	2087052	2087114
U00096	b2015	2087329	2088258
U00096	b2016	2088304	2089128
U00096	b4539	2089211	2089465
U00096	b2017	2089462	2089713
U00096	b2018	2089996	2090046
U00096	b2019	2090192	2091091
U00096	b2020	2091097	2092401
U00096	b2021	2092398	2093468
U00096	b2022	2093468	2094535
U00096	b2023	2094535	2095125
U00096	b2024	2095125	2095862
U00096	b2025	2095844	2096620
U00096	b2026	2096614	2097225
U00096	b2027	2097321	2098301
U00096	b2028	2098447	2099613
U00096	b2029	2099862	2101268
U00096	b2030	2101895	2102911
U00096	b2032	2103391	2104509
U00096	b2033	2104494	2105084
U00096	b2034	2105065	2106057
U00096	b2035	2106060	2107226
U00096	b2036	2107226	2108329
U00096	b2037	2108337	2109584
U00096	b2038	2109581	2110138
U00096	b2039	2110138	2111019
U00096	b2040	2111077	2111976
U00096	b2041	2111976	2113061
U00096	b2042	2113434	2114327
U00096	b2043	2114502	2115896
U00096	b2044	2115907	2117127
U00096	b2045	2117124	2118404
U00096	b2046	2118680	2120158
U00096	b2047	2120160	2121554
U00096	b2048	2121609	2122979
U00096	b2049	2123084	2124520
U00096	b2050	2124523	2125746
U00096	b2051	2125743	2126222
U00096	b2052	2126225	2127190
U00096	b2053	2127193	2128314
U00096	b2054	2128340	2128888
U00096	b2055	2128904	2129650
U00096	b2056	2129661	2130878
U00096	b2057	2130853	2132070
U00096	b2058	2132067	2132555
U00096	b2059	2132558	2133397
U00096	b2060	2133490	2135652
U00096	b2061	2135655	2136098
U00096	b2062	2136104	2137243
U00096	b2063	2137902	2139485
U00096	b2064	2139759	2141612
U00096	b2065	2141634	2142215
U00096	b2066	2142307	2142948
U00096	b2067	2143266	2146583
U00096	b2068	2146692	2147540
U00096	b2069	2147674	2149026
U00096	b2070	2149039	2150985
U00096	b2071	2151185	2151646
U00096	b2072	2151711	2152472
U00096	b2073	2152469	2153128
U00096	b4667	2153349	2153408
U00096	b4668	2153681	2153737
U00096	b2074	2154016	2155263
U00096	b2075	2155263	2158385
U00096	b2076	2158386	2161463
U00096	b2077	2161464	2162879
U00096	b2078	2162876	2164279
U00096	b2079	2164276	2164998
U00096	b2080	2165189	2165521
U00096	b2081	2165668	2167029
U00096	b2082	2167302	2167520
U00096	b2085	2167989	2168306
U00096	b2086	2168712	2169611
U00096	b2088	2170236	2170535
U00096	b2089	2170532	2171398
U00096	b2091	2171833	2172873
U00096	b2093	2174282	2174566
U00096	b2094	2174597	2175049
U00096	b2095	2175059	2176321
U00096	b2096	2176350	2177204
U00096	b2097	2177512	2178564
U00096	b2098	2178821	2180098
U00096	b2099	2180095	2181099
U00096	b2100	2181096	2182061
U00096	b2101	2182035	2182781
U00096	b2102	2182833	2183651
U00096	b2103	2183716	2184516
U00096	b2104	2184513	2185301
U00096	b2105	2185524	2185796
U00096	b2106	2185917	2186741
U00096	b2107	2186960	2187298
U00096	b2108	2187380	2188414
U00096	b2109	2188430	2190910
U00096	b2110	2190926	2191645
U00096	b2111	2191680	2192222
U00096	b2112	2192515	2192796
U00096	b2113	2193059	2194168
U00096	b2114	2194300	2196333
U00096	b2115	2196474	2197298
U00096	b2118	2200279	2203911
U00096	b4541	2203972	2204289
U00096	b2119	2204596	2205684
U00096	b2120	2205695	2207974
U00096	b2121	2207967	2209103
U00096	b2122	2209100	2210944
U00096	b2123	2211225	2211686
U00096	b2124	2211726	2212196
U00096	b2125	2212243	2212962
U00096	b2126	2212959	2214644
U00096	b2127	2214866	2215597
U00096	b4542	2215657	2215764
U00096	b2128	2215745	2216476
U00096	b2129	2216481	2217407
U00096	b2130	2217400	2218557
U00096	b2131	2218564	2219481
U00096	b2132	2219692	2221989
U00096	b2133	2222185	2223900
U00096	b2134	2223938	2224870
U00096	b2135	2225044	2225631
U00096	b2136	2225801	2226379
U00096	b2137	2226509	2227270
U00096	b4679	2228982	2229065
U00096	b2140	2229438	2230385
U00096	b2141	2230624	2231022
U00096	b2142	2231019	2231714
U00096	b2143	2231844	2232728
U00096	b2144	2232878	2233597
U00096	b2145	2233600	2233839
U00096	b2146	2234033	2235271
U00096	b2147	2235265	2236500
U00096	b2148	2236743	2237753
U00096	b2149	2237769	2239289
U00096	b2150	2239350	2240348
U00096	b2151	2240628	2241668
U00096	b2152	2241810	2242967
U00096	b2153	2242984	2243652
U00096	b2154	2243910	2244746
U00096	b2155	2244778	2246769
U00096	b2156	2247063	2248532
U00096	b2157	2248737	2249618
U00096	b2158	2249717	2250766
U00096	b2159	2250840	2251697
U00096	b2160	2251700	2252788
U00096	b2161	2252895	2254145
U00096	b2162	2254245	2255186
U00096	b2163	2255355	2256014
U00096	b2164	2256085	2257335
U00096	b2165	2257429	2258367
U00096	b2166	2258355	2259296
U00096	b2167	2259719	2261410
U00096	b2168	2261427	2262365
U00096	b2169	2262365	2263495
U00096	b2170	2263863	2265044
U00096	b4502	2265041	2265295
U00096	b2171	2265450	2266022
U00096	b2172	2266245	2267711
U00096	b2173	2267829	2268815
U00096	b2174	2268854	2269567
U00096	b2175	2269979	2270545
U00096	b2176	2270726	2272282
U00096	b2177	2272364	2274178
U00096	b2178	2274179	2275273
U00096	b2179	2275273	2276298
U00096	b2180	2276300	2277889
U00096	b2181	2277893	2278237
U00096	b2182	2278570	2279760
U00096	b2183	2279788	2280483
U00096	b2184	2280632	2282392
U00096	b2185	2282517	2282801
U00096	b2186	2282940	2283947
U00096	b2187	2284129	2284356
U00096	b2188	2284376	2286136
U00096	b2192	2289065	2290081
U00096	b2193	2290500	2291147
U00096	b2194	2291358	2292410
U00096	b2195	2292407	2292964
U00096	b2196	2292961	2294904
U00096	b2197	2294901	2295380
U00096	b2198	2295377	2295586
U00096	b2199	2295583	2296320
U00096	b2200	2296362	2297024
U00096	b2201	2297021	2297644
U00096	b2202	2297657	2298259
U00096	b2203	2298269	2298718
U00096	b2204	2298715	2299578
U00096	b2205	2299565	2300260
U00096	b2206	2300267	2302753
U00096	b2207	2302750	2303013
U00096	b2208	2303003	2303497
U00096	b4604	2303606	2303770
U00096	b2209	2303905	2304393
U00096	b2210	2305108	2306754
U00096	b2211	2306972	2308615
U00096	b2212	2308691	2309341
U00096	b2213	2309341	2310405
U00096	b2214	2310479	2311534
U00096	b2215	2311646	2312749
U00096	b2216	2313488	2316160
U00096	b2217	2316177	2316827
U00096	b2218	2317027	2319876
U00096	b2219	2320043	2321869
U00096	b2220	2321866	2323251
U00096	b2221	2323447	2324109
U00096	b2222	2324109	2324759
U00096	b2223	2324756	2326078
U00096	b2224	2326109	2327293
U00096	b2225	2327367	2328143
U00096	b2226	2328148	2329797
U00096	b2229	2334336	2334959
U00096	b2230	2334956	2336644
U00096	b2231	2336793	2339420
U00096	b2232	2339567	2340289
U00096	b2233	2340417	2344169
U00096	b4605	2344594	2344737
U00096	b2234	2344865	2347150
U00096	b2235	2347384	2348514
U00096	b2236	2348514	2348768
U00096	b2237	2348822	2349472
U00096	b2239	2349935	2351011
U00096	b2240	2351016	2352374
U00096	b2241	2352647	2354275
U00096	b2242	2354265	2355524
U00096	b2243	2355521	2356711
U00096	b2244	2356904	2357803
U00096	b2245	2358042	2358845
U00096	b2246	2358863	2360152
U00096	b2247	2360209	2361414
U00096	b2248	2361429	2362211
U00096	b2249	2362431	2363633
U00096	b2250	2363733	2364275
U00096	b2251	2364554	2364979
U00096	b2252	2365018	2365620
U00096	b2253	2365910	2367067
U00096	b2254	2367071	2368039
U00096	b2255	2368039	2370021
U00096	b2256	2370018	2370908
U00096	b2257	2370908	2372560
U00096	b4544	2372557	2372892
U00096	b2258	2372892	2373278
U00096	b2259	2373272	2373538
U00096	b2260	2373648	2375003
U00096	b2261	2375000	2375962
U00096	b2262	2375962	2376819
U00096	b2263	2376834	2377592
U00096	b2264	2377589	2379259
U00096	b2265	2379348	2380643
U00096	b2266	2380722	2381027
U00096	b2267	2381082	2381543
U00096	b2268	2381608	2382525
U00096	b2269	2382713	2383924
U00096	b2270	2383995	2385722
U00096	b2271	2385860	2386831
U00096	b2272	2386934	2387437
U00096	b2273	2387710	2388426
U00096	b2274	2388635	2389057
U00096	b2275	2389116	2389964
U00096	b2276	2390048	2391505
U00096	b2277	2391512	2393041
U00096	b2278	2393205	2395046
U00096	b2279	2395043	2395345
U00096	b2280	2395342	2395896
U00096	b2281	2395908	2396450
U00096	b2282	2396465	2397442
U00096	b2283	2397439	2400165
U00096	b2284	2400218	2401555
U00096	b2285	2401552	2402052
U00096	b2286	2402055	2403845
U00096	b2287	2403951	2404613
U00096	b2288	2404629	2405072
U00096	b2289	2405703	2406641
U00096	b2290	2407561	2408778
U00096	b2291	2408862	2409461
U00096	b2292	2409520	2411352
U00096	b2293	2411439	2412089
U00096	b2294	2412100	2412594
U00096	b2295	2412677	2413132
U00096	b2296	2413470	2414672
U00096	b2297	2414747	2416891
U00096	b2298	2417081	2418601
U00096	b2299	2418634	2419176
U00096	b2300	2419234	2419788
U00096	b2301	2419841	2420485
U00096	b2302	2420621	2421268
U00096	b2303	2421325	2421687
U00096	b2304	2421708	2422601
U00096	b2305	2422649	2423539
U00096	b2306	2423736	2424509
U00096	b2307	2424517	2425233
U00096	b2308	2425230	2425916
U00096	b2309	2426006	2426788
U00096	b2310	2427009	2427791
U00096	b2311	2428057	2428626
U00096	b2312	2428721	2430238
U00096	b2313	2430275	2430763
U00096	b2314	2431022	2431684
U00096	b2315	2431674	2432942
U00096	b2316	2433012	2433926
U00096	b2317	2434082	2434741
U00096	b2318	2434824	2435636
U00096	b2319	2435636	2436649
U00096	b2320	2436715	2437851
U00096	b2321	2437950	2438945
U00096	b2322	2438942	2440120
U00096	b2323	2440385	2441605
U00096	b2324	2441764	2443770
U00096	b2325	2443891	2444169
U00096	b2326	2444203	2444751
U00096	b2327	2444751	2445560
U00096	b2328	2445560	2446384
U00096	b2329	2446388	2447473
U00096	b2330	2447508	2448440
U00096	b2331	2448606	2449157
U00096	b2332	2449228	2450049
U00096	b2333	2450051	2450590
U00096	b2334	2450587	2451075
U00096	b2335	2451072	2451584
U00096	b2336	2451584	2452336
U00096	b2339	2455083	2455646
U00096	b2340	2456327	2456812
U00096	b2341	2457015	2459159
U00096	b2342	2459159	2460469
U00096	b2343	2460650	2460934
U00096	b2344	2461306	2462646
U00096	b2345	2463012	2464070
U00096	b2346	2464252	2465007
U00096	b2347	2465301	2466233
U00096	b2349	2466545	2467702
U00096	b2350	2467855	2468217
U00096	b2351	2468214	2469134
U00096	b2352	2469131	2470462
U00096	b2354	2471077	2471517
U00096	b2356	2472112	2472387
U00096	b2357	2472387	2472881
U00096	b2358	2472878	2473246
U00096	b2359	2473604	2473966
U00096	b2360	2474032	2474856
U00096	b2361	2474984	2475520
U00096	b2362	2475511	2475873
U00096	b2363	2475873	2476178
U00096	b4545	2476094	2476234
U00096	b4501	2476310	2476510
U00096	b2364	2476694	2477629
U00096	b2365	2477847	2479184
U00096	b2366	2479202	2480530
U00096	b2367	2480638	2482176
U00096	b2368	2482176	2483339
U00096	b2369	2483755	2484369
U00096	b2370	2484374	2487967
U00096	b2371	2488023	2489168
U00096	b2372	2489242	2490186
U00096	b2373	2490256	2491950
U00096	b2374	2492004	2493254
U00096	b2375	2493767	2494402
U00096	b2376	2494698	2494973
U00096	b2377	2495050	2495292
U00096	b2378	2495645	2496565
U00096	b4680	2496921	2496992
U00096	b2379	2497057	2498295
U00096	b2380	2498671	2500368
U00096	b2381	2500383	2501117
U00096	b2382	2501130	2501987
U00096	b2383	2501990	2504485
U00096	b2384	2504510	2505547
U00096	b2385	2505547	2506632
U00096	b2386	2506647	2507894
U00096	b2387	2507916	2508242
U00096	b2388	2508461	2509426
U00096	b2389	2509630	2510886
U00096	b2390	2511001	2511327
U00096	b2392	2511468	2512706
U00096	b2393	2513042	2514244
U00096	b2394	2514331	2515443
U00096	b2395	2515643	2517832
U00096	b2398	2518467	2518811
U00096	b2399	2518813	2519205
U00096	b2400	2519257	2520672
U00096	b2405	2521593	2522477
U00096	b2406	2522729	2523985
U00096	b2407	2524045	2524878
U00096	b2408	2525127	2525891
U00096	b2409	2525930	2526856
U00096	b2410	2526946	2527944
U00096	b4546	2527941	2528159
U00096	b2411	2528161	2530176
U00096	b2412	2530247	2531233
U00096	b2413	2531463	2532224
U00096	b2414	2532409	2533380
U00096	b2415	2533764	2534021
U00096	b2416	2534066	2535793
U00096	b2417	2535834	2536343
U00096	b2418	2536386	2537237
U00096	b2419	2537342	2537716
U00096	b2420	2537749	2538483
U00096	b2421	2538672	2539583
U00096	b2422	2539717	2540814
U00096	b2423	2540804	2541679
U00096	b2424	2541679	2542512
U00096	b2425	2542512	2543528
U00096	b2426	2543832	2544623
U00096	b2427	2544752	2545609
U00096	b2428	2545773	2546669
U00096	b2429	2546673	2548097
U00096	b2430	2548102	2549406
U00096	b2431	2549646	2550545
U00096	b2432	2550641	2551216
U00096	b2433	2551277	2551726
U00096	b2434	2551713	2552138
U00096	b2435	2552352	2553221
U00096	b2436	2553225	2554124
U00096	b2437	2554130	2555182
U00096	b2438	2555228	2555728
U00096	b2439	2555741	2556400
U00096	b2440	2556410	2557297
U00096	b2441	2557318	2558679
U00096	b2442	2558858	2560066
U00096	b2443	2560257	2560898
U00096	b2444	2561368	2561613
U00096	b2445	2561625	2561993
U00096	b2446	2562111	2562527
U00096	b2447	2562524	2563117
U00096	b2448	2563592	2563969
U00096	b2449	2563980	2564372
U00096	b2450	2564523	2565332
U00096	b2451	2565481	2566884
U00096	b2452	2566881	2568107
U00096	b2453	2568324	2569511
U00096	b2454	2569501	2570337
U00096	b2455	2570348	2571751
U00096	b2456	2571763	2572050
U00096	b2457	2572157	2572450
U00096	b2458	2572489	2573505
U00096	b2459	2573502	2574305
U00096	b2460	2574302	2575003
U00096	b2461	2574978	2575457
U00096	b2462	2575470	2575805
U00096	b2463	2576098	2578377
U00096	b2464	2578666	2579616
U00096	b2465	2579636	2581639
U00096	b2466	2581734	2582777
U00096	b2467	2582903	2583478
U00096	b2468	2583546	2585525
U00096	b2469	2585731	2587431
U00096	b2470	2587595	2590708
U00096	b4606	2590807	2590866
U00096	b2471	2591247	2591603
U00096	b2472	2591607	2592734
U00096	b4547	2592762	2592962
U00096	b2473	2593072	2593770
U00096	b2474	2593844	2595859
U00096	b2475	2595874	2596737
U00096	b2476	2596905	2597618
U00096	b2477	2597831	2598865
U00096	b2478	2598882	2599760
U00096	b2479	2599906	2600478
U00096	b2480	2600478	2600948
U00096	b2481	2601201	2601818
U00096	b2482	2601818	2603836
U00096	b2483	2603847	2604794
U00096	b2484	2604811	2606250
U00096	b2485	2606262	2606912
U00096	b2486	2606917	2608497
U00096	b2487	2608487	2610154
U00096	b2488	2610164	2610709
U00096	b2489	2610706	2611464
U00096	b2490	2611457	2611870
U00096	b2491	2611900	2613912
U00096	b2492	2613934	2614782
U00096	b2493	2614820	2615881
U00096	b2494	2616094	2617557
U00096	b2495	2617578	2617937
U00096	b2496	2618075	2618776
U00096	b2497	2618871	2620160
U00096	b2498	2620246	2620872
U00096	b2499	2621197	2622234
U00096	b2500	2622234	2622872
U00096	b2501	2623044	2625110
U00096	b2502	2625115	2626656
U00096	b2503	2626695	2628938
U00096	b2504	2629290	2629481
U00096	b2505	2629792	2630310
U00096	b2506	2630326	2630865
U00096	b2507	2630958	2632535
U00096	b2508	2632604	2634070
U00096	b2509	2634232	2635602
U00096	b2510	2635599	2635814
U00096	b2511	2635884	2637356
U00096	b2512	2637474	2638652
U00096	b2513	2638663	2639283
U00096	b2514	2639301	2640575
U00096	b2515	2640686	2641804
U00096	b2516	2641831	2642844
U00096	b2517	2643129	2644283
U00096	b2518	2644433	2644864
U00096	b2519	2645013	2647325
U00096	b2520	2647326	2652287
U00096	b2521	2652494	2653339
U00096	b2522	2654157	2654933
U00096	b2523	2655075	2656358
U00096	b2524	2656536	2656736
U00096	b2525	2656748	2657083
U00096	b2526	2657085	2658935
U00096	b2527	2658952	2659467
U00096	b2528	2659563	2659886
U00096	b2529	2659903	2660289
U00096	b2530	2660317	2661531
U00096	b2531	2661643	2662131
U00096	b2532	2662583	2663323
U00096	b2533	2663442	2664245
U00096	b2534	2664390	2665244
U00096	b2535	2665435	2666715
U00096	b2536	2666707	2667846
U00096	b2537	2668006	2668896
U00096	b4706	2668006	2668071
U00096	b2538	2669032	2670393
U00096	b2539	2670390	2670908
U00096	b2540	2670908	2671228
U00096	b2541	2671225	2672037
U00096	b2542	2672047	2673249
U00096	b2543	2673346	2673768
U00096	b2544	2673816	2674688
U00096	b2545	2674700	2675761
U00096	b2546	2675827	2676825
U00096	b2547	2676850	2678361
U00096	b2548	2678384	2679367
U00096	b2549	2679464	2682745
U00096	b2550	2682863	2684056
U00096	b2551	2684254	2685507
U00096	b2552	2685835	2687025
U00096	b2553	2687070	2687408
U00096	b2554	2687469	2688803
U00096	b2555	2688793	2689506
U00096	b2556	2689671	2691098
U00096	b2557	2691656	2695543
U00096	b2558	2695801	2697357
U00096	b2559	2697354	2697857
U00096	b2560	2697915	2698550
U00096	b2561	2698759	2699607
U00096	b2562	2699663	2699923
U00096	b4687	2700117	2700197
U00096	b2563	2700618	2700998
U00096	b2564	2700998	2701729
U00096	b2565	2701741	2702469
U00096	b2566	2702481	2703386
U00096	b2567	2703383	2704063
U00096	b2568	2704335	2705309
U00096	b2569	2705325	2707124
U00096	b2570	2707322	2707801
U00096	b2571	2707798	2708754
U00096	b2572	2708754	2709404
U00096	b2573	2709437	2710012
U00096	b4725	2710009	2710164
U00096	b2574	2710420	2712042
U00096	b2575	2712027	2712764
U00096	b2576	2712896	2714230
U00096	b2577	2714439	2715320
U00096	b2578	2715423	2716010
U00096	b2579	2716066	2716449
U00096	b2580	2716754	2717443
U00096	b2581	2717491	2718528
U00096	b2582	2718735	2719154
U00096	b2583	2719223	2719921
U00096	b2584	2719953	2722613
U00096	b2585	2722727	2724082
U00096	b2586	2724128	2724451
U00096	b2587	2724448	2725746
U00096	b2592	2731600	2734173
U00096	b2593	2734303	2735034
U00096	b2594	2735031	2736011
U00096	b2595	2736146	2736883
U00096	b2597	2737154	2737495
U00096	b2598	2737599	2737646
U00096	b2599	2737745	2738905
U00096	b2600	2738948	2740069
U00096	b2601	2740080	2741150
U00096	b2602	2741360	2741725
U00096	b2603	2741875	2742393
U00096	b2604	2742383	2743609
U00096	b2605	2743625	2744107
U00096	b2606	2744183	2744530
U00096	b2607	2744572	2745339
U00096	b2608	2745370	2745918
U00096	b2609	2745937	2746185
U00096	b2610	2746434	2747795
U00096	b2611	2747962	2748753
U00096	b4461	2748774	2750060
U00096	b2614	2750115	2750708
U00096	b2615	2750831	2751709
U00096	b2616	2751795	2753456
U00096	b2617	2753605	2753946
U00096	b2618	2754008	2754298
U00096	b2619	2754288	2754764
U00096	b2620	2754896	2755378
U00096	b2622	2756159	2757400
U00096	b2623	2757644	2758600
U00096	b2624	2758644	2758856
U00096	b2625	2758985	2760394
U00096	b2626	2760547	2761173
U00096	b2627	2761351	2763540
U00096	b2628	2763537	2765153
U00096	b2629	2765513	2765776
U00096	b2630	2765918	2766991
U00096	b2631	2766984	2767355
U00096	b2632	2767710	2768573
U00096	b2633	2768665	2769486
U00096	b2634	2769703	2770404
U00096	b2635	2770445	2770681
U00096	b2636	2770681	2771124
U00096	b2637	2771148	2771615
U00096	b2638	2771840	2772154
U00096	b2642	2773318	2775021
U00096	b2643	2775919	2776377
U00096	b2644	2776386	2776868
U00096	b4548	2776877	2777077
U00096	b2645	2777115	2777432
U00096	b2646	2777453	2777782
U00096	b2647	2778146	2782726
U00096	b2649	2783638	2784429
U00096	b2650	2784529	2785011
U00096	b2659	2788985	2789962
U00096	b2660	2789982	2791250
U00096	b2661	2791273	2792721
U00096	b2662	2792735	2794015
U00096	b2663	2794253	2795653
U00096	b2664	2795674	2796336
U00096	b2665	2796337	2796786
U00096	b2666	2796870	2797028
U00096	b2667	2797211	2797510
U00096	b2668	2797520	2798044
U00096	b2669	2798091	2798495
U00096	b2670	2799164	2799613
U00096	b2671	2799650	2799994
U00096	b2672	2800146	2800475
U00096	b2673	2800723	2800968
U00096	b2674	2800965	2801375
U00096	b2675	2801348	2803492
U00096	b2676	2803502	2804461
U00096	b2677	2804815	2806017
U00096	b2678	2806010	2807074
U00096	b2679	2807132	2808124
U00096	b2682	2809617	2810354
U00096	b2683	2810344	2810679
U00096	b2684	2810770	2811300
U00096	b2685	2811427	2812599
U00096	b2686	2812616	2814154
U00096	b2687	2814218	2814733
U00096	b2688	2814883	2816439
U00096	b2689	2816512	2816940
U00096	b2690	2816937	2817503
U00096	b2696	2818961	2819146
U00096	b2697	2819381	2822011
U00096	b2698	2822139	2822639
U00096	b2699	2822708	2823769
U00096	b2700	2823849	2824346
U00096	b2701	2824491	2825576
U00096	b2702	2825832	2826395
U00096	b2703	2826392	2827351
U00096	b2704	2827362	2827733
U00096	b2705	2827737	2828516
U00096	b2706	2828621	2828980
U00096	b2707	2829047	2829820
U00096	b2708	2829813	2830778
U00096	b2709	2830775	2832289
U00096	b2710	2832476	2833915
U00096	b2711	2833912	2835045
U00096	b2712	2835173	2837425
U00096	b2713	2837578	2838105
U00096	b2714	2838254	2839264
U00096	b2715	2839524	2840981
U00096	b2716	2840990	2842414
U00096	b2717	2842573	2843043
U00096	b2718	2843036	2843446
U00096	b2719	2843443	2844210
U00096	b2720	2844210	2844752
U00096	b2721	2844762	2846471
U00096	b2722	2846489	2847412
U00096	b2723	2847415	2849241
U00096	b2724	2849238	2849849
U00096	b2725	2849974	2850435
U00096	b2726	2850647	2850997
U00096	b2727	2851001	2851873
U00096	b2728	2851864	2852136
U00096	b2729	2852136	2853257
U00096	b2730	2853254	2854264
U00096	b2731	2854338	2856416
U00096	b2732	2856453	2856806
U00096	b2733	2857093	2859654
U00096	b2734	2859760	2860416
U00096	b2735	2860467	2861234
U00096	b2736	2861430	2862338
U00096	b2737	2862335	2863501
U00096	b2738	2863593	2864231
U00096	b2739	2864236	2865012
U00096	b2740	2865101	2866465
U00096	b2741	2866559	2867551
U00096	b2742	2867614	2868753
U00096	b2743	2868893	2869519
U00096	b2744	2869513	2870274
U00096	b2745	2870255	2871304
U00096	b2746	2871301	2871780
U00096	b2747	2871780	2872490
U00096	b2748	2872509	2872820
U00096	b2749	2873014	2873337
U00096	b2750	2873387	2873992
U00096	b2751	2873992	2875419
U00096	b2752	2875421	2876329
U00096	b2753	2876581	2877618
U00096	b2754	2878569	2878853
U00096	b2755	2878855	2879772
U00096	b2756	2879788	2880387
U00096	b2757	2880374	2881048
U00096	b2758	2881051	2882142
U00096	b2759	2882155	2882637
U00096	b2760	2882630	2884138
U00096	b2761	2884553	2887219
U00096	b2762	2887578	2888312
U00096	b2763	2888387	2890099
U00096	b2764	2890099	2891898
U00096	b2765	2892214	2892579
U00096	b2766	2892657	2893928
U00096	b2767	2893919	2894179
U00096	b2768	2894196	2894771
U00096	b2769	2894919	2895779
U00096	b2770	2895776	2896555
U00096	b2771	2896533	2897870
U00096	b4463	2897964	2899418
U00096	b2774	2899488	2900273
U00096	b2775	2900592	2901869
U00096	b2776	2901896	2903374
U00096	b2777	2904747	2905418
U00096	b4682	2905557	2905697
U00096	b2778	2905711	2906583
U00096	b2779	2906643	2907941
U00096	b2780	2908029	2909666
U00096	b2781	2909894	2910685
U00096	b2782	2910756	2911091
U00096	b2783	2911091	2911339
U00096	b2784	2911417	2913651
U00096	b2785	2913699	2915000
U00096	b2786	2915057	2917813
U00096	b2787	2918045	2919385
U00096	b2788	2919406	2920746
U00096	b2789	2920748	2922100
U00096	b2790	2922535	2922984
U00096	b2791	2923002	2923784
U00096	b2792	2923784	2924113
U00096	b2793	2924735	2925280
U00096	b2794	2925348	2926196
U00096	b2795	2926308	2927672
U00096	b2796	2928229	2929518
U00096	b2797	2929576	2930943
U00096	b2798	2931055	2931810
U00096	b2799	2931865	2933013
U00096	b2800	2933041	2933688
U00096	b2801	2934235	2935551
U00096	b2802	2935584	2937359
U00096	b2803	2937468	2938886
U00096	b2804	2938888	2939310
U00096	b2805	2939368	2940099
U00096	b2806	2940143	2941243
U00096	b2807	2941236	2941631
U00096	b2808	2941650	2942567
U00096	b2809	2942918	2943145
U00096	b2810	2943337	2944542
U00096	b2811	2944542	2944985
U00096	b2812	2945036	2945842
U00096	b2813	2946081	2947178
U00096	b2817	2947757	2949010
U00096	b2818	2949242	2950573
U00096	b2819	2950635	2952461
U00096	b2820	2952461	2956003
