2-LTR circle formation,R-HSA-164843,BANF1,HMGA1,LIG4,PSIP1,XRCC4,XRCC5,XRCC6,gag,gag-pol,rev,vif,vpr,vpu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptide hormone metabolism,R-HSA-2980736,ACE,ACE2,ACHE,AGT,ANPEP,AOPEP,ATP6AP2,BCHE,CDX2,CES1,CGA,CGB3,CLTRN,CMA1,CPA3,CPB1,CPB2,CPE,CRHR2,CTNNB1,CTSD,CTSG,CTSZ,DPP4,ENPEP,ERO1A,ERO1B,EXOC1,EXOC2,EXOC3,EXOC4,EXOC5,EXOC6,EXOC7,EXOC8,FFAR1,FFAR4,FSHB,GATA4,GCG,GH1,GHRL,GIP,GNAT3,GNB3,GNG13,GPR119,GRP,GZMH,IGF1,INHA,INHBA,INHBB,INHBC,INHBE,INS,ISL1,KIF5A,KIF5B,KIF5C,KLF4,LEP,LHB,MBOAT4,MME,MYO5A,MYRIP,PAX6,PCSK1,PCSK2,PLA2G7,POMC,RAB27A,REN,SEC11A,SEC11C,SLC30A5,SLC30A6,SLC30A7,SLC30A8,SPCS1,SPCS2,SPCS3,STX1A,TCF7L2,TSHB,UCN,VAMP2,,,,,,,,,,,,
Peroxisomal lipid metabolism,R-HSA-390918,ABCD1,ACAA1,ACBD4,ACBD5,ACOT4,ACOT6,ACOT8,ACOX1,ACOX2,ACOX3,ACOXL,ALDH3A2,AMACR,CRAT,CROT,DECR2,ECI2,EHHADH,HACL1,HAO2,HSD17B4,MLYCD,NUDT19,NUDT7,PECR,PHYH,SCP2,SLC25A17,SLC27A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peroxisomal protein import,R-HSA-9033241,ACAA1,ACOT2,ACOT4,ACOT8,ACOX1,ACOX2,ACOX3,AGPS,AGXT,AMACR,BAAT,CAT,CRAT,CROT,DAO,DDO,DECR2,DHRS4,ECH1,ECI2,EHHADH,EPHX2,GNPAT,GSTK1,HACL1,HAO1,HAO2,HMGCL,HSD17B4,IDE,IDH1,LONP2,MLYCD,MPV17,NOS2,NUDT19,NUDT7,PAOX,PECR,PEX1,PEX10,PEX12,PEX13,PEX14,PEX2,PEX26,PEX5,PEX6,PEX7,PHYH,PIPOX,RPS27A,SCP2,SLC27A2,TYSND1,UBA52,UBB,UBC,UBE2D1,UBE2D2,UBE2D3,USP9X,ZFAND6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pervasive developmental disorders,R-HSA-9005895,BDNF,CALM1,CAMK4,GPS2,HDAC1,HDAC3,MECP2,NCOR1,NCOR2,PRKACA,SIN3A,TBL1X,TBL1XR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pexophagy,R-HSA-9664873,ATM,EPAS1,MAP1LC3B,NBR1,PEX5,RPS27A,SQSTM1,UBA52,UBB,UBC,USP30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phase 0 - rapid depolarisation,R-HSA-5576892,CACNA1C,CACNA2D2,CACNB1,CACNB2,CACNG4,CACNG6,CACNG7,CACNG8,CALM1,CAMK2A,CAMK2B,CAMK2D,CAMK2G,FGF11,FGF12,FGF13,FGF14,RANGRF,SCN10A,SCN11A,SCN1A,SCN1B,SCN2A,SCN2B,SCN3A,SCN3B,SCN4A,SCN4B,SCN5A,SCN7A,SCN8A,SCN9A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phase 1 - inactivation of fast Na+ channels,R-HSA-5576894,KCND1,KCND2,KCND3,KCNIP1,KCNIP2,KCNIP3,KCNIP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phase 2 - plateau phase,R-HSA-5576893,AKAP9,CACNA1C,CACNA2D2,CACNB1,CACNB2,CACNG4,CACNG6,CACNG7,CACNG8,KCNE1,KCNE2,KCNE3,KCNE4,KCNE5,KCNQ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phase 3 - rapid repolarisation,R-HSA-5576890,AKAP9,KCNE1,KCNE2,KCNE3,KCNE4,KCNE5,KCNH2,KCNQ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phase 4 - resting membrane potential,R-HSA-5576886,KCNJ12,KCNJ14,KCNJ2,KCNJ4,KCNK1,KCNK10,KCNK12,KCNK13,KCNK15,KCNK16,KCNK17,KCNK18,KCNK2,KCNK3,KCNK4,KCNK5,KCNK6,KCNK7,KCNK9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenylalanine and tyrosine metabolism,R-HSA-8963691,ASRGL1,FAH,GSTZ1,HGD,HPD,IL4I1,KYAT1,PAH,PCBD1,QDPR,TAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenylalanine metabolism,R-HSA-8964208,ASRGL1,IL4I1,KYAT1,PAH,PCBD1,QDPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phosphate bond hydrolysis by NTPDase proteins,R-HSA-8850843,ENTPD1,ENTPD2,ENTPD3,ENTPD4,ENTPD5,ENTPD6,ENTPD7,ENTPD8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phosphate bond hydrolysis by NUDT proteins,R-HSA-2393930,ADPRM,NUDT1,NUDT15,NUDT16,NUDT18,NUDT5,NUDT9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phospholipase C-mediated cascade- FGFR1,R-HSA-5654219,FGF1,FGF10,FGF17,FGF2,FGF20,FGF22,FGF23,FGF3,FGF4,FGF5,FGF6,FGF8,FGF9,FGFR1,KL,PLCG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phospholipase C-mediated cascade; FGFR2,R-HSA-5654221,FGF1,FGF10,FGF16,FGF17,FGF18,FGF2,FGF20,FGF22,FGF23,FGF3,FGF4,FGF5,FGF6,FGF7,FGF8,FGF9,FGFR2,PLCG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phospholipase C-mediated cascade; FGFR3,R-HSA-5654227,FGF1,FGF16,FGF17,FGF18,FGF2,FGF20,FGF23,FGF4,FGF5,FGF8,FGF9,FGFR3,PLCG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phospholipase C-mediated cascade; FGFR4,R-HSA-5654228,FGF1,FGF16,FGF17,FGF18,FGF19,FGF2,FGF20,FGF23,FGF4,FGF6,FGF8,FGF9,FGFR4,KLB,PLCG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phosphorylation of CD3 and TCR zeta chains,R-HSA-202427,CD247,CD3D,CD3E,CD3G,CD4,CSK,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DQB2,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,LCK,PAG1,PTPN22,PTPRC,PTPRJ,TRAC,TRAV19,TRAV29DV5,TRAV8-4,TRBC1,TRBV12-3,TRBV7-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phosphorylation of Emi1,R-HSA-176417,CCNB1,CDC20,CDK1,FBXO5,FZR1,PLK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phosphorylation of the APC-C,R-HSA-176412,ANAPC1,ANAPC10,ANAPC11,ANAPC15,ANAPC16,ANAPC2,ANAPC4,ANAPC5,ANAPC7,CCNB1,CDC16,CDC23,CDC26,CDC27,CDK1,PLK1,UBE2C,UBE2D1,UBE2E1,UBE2S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Physiological factors,R-HSA-5578768,CORIN,GATA4,HIPK1,HIPK2,KAT2B,NKX2-5,NPPA,NPPC,NPR1,NPR2,TBX5,WWTR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plasma lipoprotein assembly,R-HSA-8963898,A2M,ABCA1,APOA1,APOA2,APOA4,APOB,APOC1,APOC2,APOC3,APOC4,APOE,BMP1,MTTP,P4HB,PRKACA,PRKACB,PRKACG,SAR1B,ZDHHC8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plasma lipoprotein assembly- remodeling- and clearance,R-HSA-174824,A2M,ABCA1,ABCG1,ALB,AMN,ANGPTL3,ANGPTL4,ANGPTL8,AP2A1,AP2A2,AP2B1,AP2M1,AP2S1,APOA1,APOA2,APOA4,APOA5,APOB,APOBR,APOC1,APOC2,APOC3,APOC4,APOE,APOF,BMP1,CES3,CETP,CIDEC,CLTA,CLTC,CREB3L3,CUBN,FGF21,FURIN,GPIHBP1,HDLBP,LCAT,LDLR,LDLRAP1,LIPA,LIPC,LIPG,LMF1,LMF2,LPA,LPL,LSR,MBTPS1,MBTPS2,MTTP,MYLIP,NCEH1,NPC1,NPC2,NR1H2,NR1H3,P4HB,PCSK5,PCSK6,PCSK9,PLTP,PRKACA,PRKACB,PRKACG,SAR1B,SCARB1,SOAT1,SOAT2,VLDLR,ZDHHC8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plasma lipoprotein clearance,R-HSA-8964043,AMN,AP2A1,AP2A2,AP2B1,AP2M1,AP2S1,APOA1,APOB,APOBR,APOC1,APOC4,APOE,CES3,CLTA,CLTC,CUBN,HDLBP,LDLR,LDLRAP1,LIPA,LIPC,LSR,MYLIP,NCEH1,NPC1,NPC2,NR1H2,NR1H3,PCSK9,SCARB1,SOAT1,SOAT2,VLDLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plasma lipoprotein remodeling,R-HSA-8963899,ABCG1,ALB,ANGPTL3,ANGPTL4,ANGPTL8,APOA1,APOA2,APOA4,APOA5,APOB,APOC2,APOC3,APOE,APOF,CETP,CIDEC,CREB3L3,FGF21,FURIN,GPIHBP1,LCAT,LIPC,LIPG,LMF1,LMF2,LPA,LPL,MBTPS1,MBTPS2,PCSK5,PCSK6,PLTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platelet Adhesion to exposed collagen,R-HSA-75892,FCER1G,FYN,GP1BA,GP1BB,GP5,GP6,GP9,ITGA1,ITGA10,ITGA2,ITGB1,LYN,VWF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platelet Aggregation -Plug Formation-,R-HSA-76009,ADRA2A,ADRA2B,ADRA2C,AKT1,APBB1IP,BCAR1,CRK,CSK,F2,FGA,FGB,FGG,FN1,GP1BA,GP1BB,GP5,GP9,GRB2,ITGA2B,ITGB3,MPL,PDPK1,PTK2,PTPN1,RAP1A,RAP1B,RAPGEF3,RAPGEF4,RASGRP1,RASGRP2,SHC1,SOS1,SRC,SYK,THPO,TLN1,VWF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platelet calcium homeostasis,R-HSA-418360,ATP2A1,ATP2A2,ATP2A3,ATP2B1,ATP2B2,ATP2B3,ATP2B4,CALM1,ITPR1,ITPR2,ITPR3,ORAI1,ORAI2,P2RX1,P2RX2,P2RX3,P2RX4,P2RX5,P2RX6,P2RX7,SLC8A1,SLC8A2,SLC8A3,SRI,STIM1,TRPC3,TRPC6,TRPC7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platelet homeostasis,R-HSA-418346,APOB,ATP2A1,ATP2A2,ATP2A3,ATP2B1,ATP2B2,ATP2B3,ATP2B4,CALM1,FGR,GNAS,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,GUCY1A2,GUCY1A3,GUCY1B2,GUCY1B3,IRAG1,ITPR1,ITPR2,ITPR3,KCNMA1,KCNMB1,KCNMB2,KCNMB3,KCNMB4,LRP8,MAPK14,NOS1,NOS2,NOS3,ORAI1,ORAI2,P2RX1,P2RX2,P2RX3,P2RX4,P2RX5,P2RX6,P2RX7,PAFAH2,PDE10A,PDE11A,PDE1A,PDE1B,PDE2A,PDE5A,PDE9A,PECAM1,PLA2G4A,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5A,PPP2R5B,PPP2R5C,PPP2R5D,PPP2R5E,PRKG1,PRKG2,PTGIR,PTPN11,PTPN6,SLC8A1,SLC8A2,SLC8A3,SRI,STIM1,TRPC3,TRPC6,TRPC7,,,,,,,,,,,,,
Platelet sensitization by LDL,R-HSA-432142,APOB,FGR,LRP8,MAPK14,PECAM1,PLA2G4A,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5A,PPP2R5B,PPP2R5C,PPP2R5D,PPP2R5E,PTPN11,PTPN6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plus-strand DNA synthesis,R-HSA-164525,PPIA,gag,gag-pol,rev,vif,vpr,vpu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polo-like kinase mediated events,R-HSA-156711,CCNB1,CCNB2,CDC25A,CDC25C,CENPF,EP300,FOXM1,LIN37,LIN52,LIN54,LIN9,MYBL2,PKMYT1,PLK1,RBBP4,WEE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polymerase switching,R-HSA-69091,PCNA,POLA1,POLA2,POLD1,POLD2,POLD3,POLD4,PRIM1,PRIM2,RFC1,RFC2,RFC3,RFC4,RFC5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polymerase switching on the C-strand of the telomere,R-HSA-174411,ACD,CHTF18,CHTF8,CTC1,DSCC1,PCNA,POLA1,POLA2,POLD1,POLD2,POLD3,POLD4,POT1,PRIM1,PRIM2,RFC1,RFC2,RFC3,RFC4,RFC5,STN1,TEN1,TERF1,TERF2,TERF2IP,TINF2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive epigenetic regulation of rRNA expression,R-HSA-5250913,45S pre-rRNA gene,ACTB,BAZ1B,CBX3,CHD3,CHD4,DDX21,DEK,EHMT2,EP300,ERCC6,GATAD2A,GATAD2B,GSK3B,H2AB1,H2AC14,H2AC18,H2AC20,H2AC4,H2AC6,H2AC7,H2AFX,H2AJ,H2AZ1,H2AZ2,H2BC1,H2BC11,H2BC12,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC3,H2BC4,H2BC5,H2BC9,H2BS1,H2BU1,H3-3A,H3C1,H3C15,H4C1,HDAC1,HDAC2,KAT2A,KAT2B,MBD3,MTA1,MTA2,MTA3,MYBBP1A,MYO1C,POLR1A,POLR1B,POLR1C,POLR1D,POLR1E,POLR1F,POLR1G,POLR1H,POLR2E,POLR2F,POLR2H,POLR2K,POLR2L,RBBP4,RBBP7,SF3B1,SMARCA5,TAF1A,TAF1B,TAF1C,TAF1D,TBP,TTF1,,,,,,,,,,,,,,,,,,,,,,,,
Post NMDA receptor activation events,R-HSA-438064,ACTN2,ADCY1,ADCY8,ARHGEF7,CALM1,CAMK1,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CAMK4,CAMKK1,CAMKK2,CREB1,DLG1,DLG2,DLG3,DLG4,ERBB4,GIT1,GRIA1,GRIA2,GRIN1,GRIN2A,GRIN2B,GRIN2C,GRIN2D,HRAS,KPNA2,KRAS,LRRC7,MAPK1,MAPK3,MAPT,NEFL,NRAS,NRG1,NRGN,PDPK1,PRKAA1,PRKAA2,PRKAB1,PRKAB2,PRKACA,PRKACB,PRKACG,PRKAG1,PRKAG2,PRKAG3,PRKAR1A,PRKAR1B,PRKAR2A,PRKAR2B,PRKX,RAC1,RASGRF1,RASGRF2,RPS6KA1,RPS6KA2,RPS6KA3,RPS6KA6,SRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-chaperonin tubulin folding pathway,R-HSA-389977,ARL2,TBCA,TBCB,TBCC,TBCD,TBCE,TUBA1A,TUBA1B,TUBA1C,TUBA3C,TUBA3D,TUBA3E,TUBA4A,TUBA4B,TUBA8,TUBAL3,TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B,TUBB6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-transcriptional silencing by small RNAs,R-HSA-426496,AGO1,AGO2,AGO3,AGO4,TNRC6A,TNRC6B,TNRC6C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-translational modification- synthesis of GPI-anchored proteins,R-HSA-163125,ALPG,ALPI,ALPL,ART3,ART4,BST1,CD109,CD52,CEACAM5,CEACAM7,CNTN3,CNTN4,CNTN5,CPM,DPM1,DPM2,DPM3,FCGR3B,FOLR2,GP2,GPAA1,GPIHBP1,GPLD1,IZUMO1R,LSAMP,LY6D,LY6E,LY6G6C,LY6G6D,LY6H,LY6K,LYPD1,LYPD2,LYPD3,LYPD4,LYPD5,LYPD6B,LYPD8,MDGA1,MDGA2,MELTF,MSLN,NEGR1,NRN1,NRN1L,NTM,NTNG1,NTNG2,OPCML,OTOA,PGAP1,PIGA,PIGB,PIGC,PIGF,PIGG,PIGH,PIGK,PIGL,PIGM,PIGN,PIGO,PIGP,PIGQ,PIGS,PIGT,PIGU,PIGV,PIGW,PIGX,PIGY,PIGZ,PLAUR,PLET1,PRND,PRSS21,PRSS41,PSCA,RAET1G,RAET1L,RECK,RTN4RL1,RTN4RL2,SPACA4,SPRN,TECTA,TECTB,TEX101,THY1,ULBP2,VNN1,VNN2,VNN3,XPNPEP2,,,,,,
Postmitotic nuclear pore complex -NPC- reformation,R-HSA-9615933,AHCTF1,KPNB1,NDC1,NUP107,NUP133,NUP155,NUP160,NUP188,NUP205,NUP35,NUP37,NUP43,NUP54,NUP58,NUP62,NUP85,NUP93,NUP98,POM121,RAN,RANGAP1,RCC1,SEC13,SEH1L,SUMO1,TNPO1,UBE2I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Postsynaptic nicotinic acetylcholine receptors,R-HSA-622327,CHRNA1,CHRNA2,CHRNA3,CHRNA4,CHRNA5,CHRNA6,CHRNA7,CHRNA9,CHRNB2,CHRNB3,CHRNB4,CHRND,CHRNE,CHRNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential therapeutics for SARS,R-HSA-9679191,ACE2,AP2A1,AP2A2,AP2B1,AP2M1,AP2S1,ARID4A,ARID4B,ATP1A1,ATP1A2,ATP1A3,ATP1A4,ATP1B1,ATP1B2,ATP1B3,BRD4,BRMS1,CHD3,CHD4,COMT,CRBN,CYSLTR1,FKBP1A,FKBP4,FURIN,FXYD1,FXYD2,FXYD3,FXYD4,FXYD6,FXYD7,GATAD2A,GATAD2B,HDAC1,HDAC2,HMG20B,HSP90AA1,HSP90AB1,IFNAR1,IFNAR2,IFNGR1,IFNGR2,IL1R1,IL6R,IMPDH1,IMPDH2,ITGA4,ITGB1,JAK1,JAK2,JAK3,KDM1A,MBD3,MTA1,MTA2,MTA3,NR3C1,NS5B,PDCD1,PHF21A,PTGES3,RBBP4,RBBP7,RCOR1,REST,RIPK1,ROCK1,ROCK2,S1PR1,SAP18,SAP30,SAP30L,SIGMAR1,STAT2,SUDS3,TBK1,TLR7,TLR9,TUBB,TYK2,VEGFA,ZBP1,,,,,,,,,,,,,,,,,,
Pre-NOTCH Expression and Processing,R-HSA-1912422,AGO1,AGO2,AGO3,AGO4,ATP2A1,ATP2A2,ATP2A3,B4GALT1,CCND1,CREBBP,E2F1,E2F3,ELF3,EP300,FURIN,H2AB1,H2AC14,H2AC18,H2AC20,H2AC4,H2AC6,H2AC7,H2AFX,H2AJ,H2AZ1,H2AZ2,H2BC1,H2BC11,H2BC12,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC3,H2BC4,H2BC5,H2BC9,H2BS1,H2BU1,H3-3A,H3C1,H3C15,H4C1,JUN,KAT2A,KAT2B,LFNG,MAML1,MAML2,MAML3,MAMLD1,MFNG,MIR150,MIR181C,MIR200B,MIR200C,MIR206,MIR302A,MIR34A,MIR34B,MIR34C,MIR449A,MIR449B,MIR449C,MOV10,NOTCH1,NOTCH2,NOTCH3,NOTCH4,POFUT1,POGLUT1,PRKCI,RAB6A,RBPJ,RFNG,RUNX1,SEL1L,SIRT6,SNW1,ST3GAL3,ST3GAL4,ST3GAL6,TFDP1,TFDP2,TMED2,TNRC6A,TNRC6B,TNRC6C,TP53,,,,,,,,,,
Pre-NOTCH Processing in Golgi,R-HSA-1912420,ATP2A1,ATP2A2,ATP2A3,B4GALT1,FURIN,LFNG,MFNG,NOTCH1,NOTCH2,NOTCH3,NOTCH4,RAB6A,RFNG,SEL1L,ST3GAL3,ST3GAL4,ST3GAL6,TMED2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pre-NOTCH Processing in the Endoplasmic Reticulum,R-HSA-1912399,NOTCH1,NOTCH2,NOTCH3,NOTCH4,POFUT1,POGLUT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pre-NOTCH Transcription and Translation,R-HSA-1912408,AGO1,AGO2,AGO3,AGO4,CCND1,CREBBP,E2F1,E2F3,ELF3,EP300,H2AB1,H2AC14,H2AC18,H2AC20,H2AC4,H2AC6,H2AC7,H2AFX,H2AJ,H2AZ1,H2AZ2,H2BC1,H2BC11,H2BC12,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC3,H2BC4,H2BC5,H2BC9,H2BS1,H2BU1,H3-3A,H3C1,H3C15,H4C1,JUN,KAT2A,KAT2B,MAML1,MAML2,MAML3,MAMLD1,MIR150,MIR181C,MIR200B,MIR200C,MIR206,MIR302A,MIR34A,MIR34B,MIR34C,MIR449A,MIR449B,MIR449C,MOV10,NOTCH1,NOTCH2,NOTCH3,NOTCH4,PRKCI,RBPJ,RUNX1,SIRT6,SNW1,TFDP1,TFDP2,TNRC6A,TNRC6B,TNRC6C,TP53,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefoldin mediated transfer of substrate  to CCT-TriC,R-HSA-389957,ACTB,CCT2,CCT3,CCT4,CCT5,CCT6A,CCT6B,CCT7,CCT8,PFDN1,PFDN2,PFDN4,PFDN5,PFDN6,TCP1,TUBA1A,TUBA1C,TUBA3C,TUBA3D,TUBA4A,TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B,TUBB6,VBP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnenolone biosynthesis,R-HSA-196108,AKR1B1,CYP11A1,FDX1,FDX2,FDXR,STAR,STARD3,STARD3NL,STARD4,STARD6,TSPO,TSPOAP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Presynaptic depolarization and calcium channel opening,R-HSA-112308,CACNA1A,CACNA1B,CACNA1E,CACNA2D1,CACNA2D2,CACNA2D3,CACNB1,CACNB2,CACNB3,CACNB4,CACNG2,CACNG4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Presynaptic function of Kainate receptors,R-HSA-500657,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,GRIK3,PLCB1,PLCB2,PLCB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Presynaptic nicotinic acetylcholine receptors,R-HSA-622323,CHRNA1,CHRNA2,CHRNA3,CHRNA4,CHRNA5,CHRNA6,CHRNB2,CHRNB3,CHRNB4,CHRND,CHRNE,CHRNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
